,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B,Indexador
3053,ENGI39,ENERGISA S/A,15/10/2027,"IPCA + 5,1074%","8,1868","7,78","7,9523","0,0522","7,9001","8,0046","1497,59815","95,0242","480,84",,15/05/2027,IPCA+
3054,ENGIA1,ENERGISA S/A,15/04/2026,"IPCA + 4,6249%","9,0613","8,6117","8,7354","0,0864","8,649","8,8218","1408,273047","97,8519",142,40.0,15/08/2026,IPCA+
3055,ENGIA4,ENERGISA S/A,15/10/2027,"IPCA + 4,2297%",--,--,"7,9665","0,1809","7,7856","8,1475","1288,17152","93,3502","491,66",,15/05/2027,IPCA+
3056,ENGIA5,ENERGISA S/A,15/10/2031,"IPCA + 6,0872%","7,3383","7,0463","7,195","0,0914","7,1037","7,2865","1202,89701","95,6526","1074,88",,15/08/2030,IPCA+
3057,ENGIA6,ENERGISA S/A,15/04/2029,"IPCA + 6,1566%","7,6556","7,3029","7,4778","0,0393","7,4385","7,5173","1148,029527","97,1761","582,21",,15/08/2028,IPCA+
3058,ENGIA9,ENERGISA S/A,15/09/2030,"IPCA + 6,1666%","7,4583","7,0849","7,2654","0,0379","7,2274","7,3034","1051,224561","96,0121","994,21",,15/08/2030,IPCA+
3059,ENGIB0,ENERGISA S/A,15/04/2031,"IPCA + 6,1581%","7,3295","7,0377","7,1799","0,0923","7,0876","7,2724","1045,087654","95,6542","1165,58",15.0,15/08/2030,IPCA+
3060,ENGIB2,ENERGISA S/A,15/09/2034,"IPCA + 6,4364%","7,1839","6,8881","6,9983","0,0863","6,912","7,0847","1011,937181","96,416","1741,37",15.0,15/05/2035,IPCA+
3061,ENGIB4,ENERGISA S/A,15/10/2030,"IPCA + 4,4744%","7,4584","7,12","7,2122","0,0409","7,1713","7,2532","1257,116458","91,0073","913,15",,15/05/2029,IPCA+
3062,ENGIB6,ENERGISA S/A,15/04/2032,"IPCA + 6,277%","7,3401","7,0014","7,1861","0,0902","7,0959","7,2764","1136,451742","96,1489","1158,49",10.0,15/08/2030,IPCA+
3063,ENGIB9,ENERGISA S/A,15/09/2033,"IPCA + 6,4526%","7,3815","6,9862","7,1687","0,0613","7,1075","7,2301","1053,981541","96,2598","1428,88",,15/08/2032,IPCA+
3064,ENGIC0,ENERGISA S/A,15/04/2039,"IPCA + 6,4045%","7,0579","6,7588","6,9179","0,0978","6,82","7,0158","1049,658888","95,9763","2137,89",,15/08/2040,IPCA+
3065,ENJG21,COMPANHIA ENERGÉTICA JAGUARA,15/06/2027,"IPCA + 6,4962%",--,--,"8,8336","0,0981","8,7355","8,9319","616,867932","97,9429","240,42",,15/08/2026,IPCA+
3066,ENMI21,COMPANHIA ENERGÉTICA MIRANDA,15/06/2027,"IPCA + 6,4962%","9,1127","8,6834","8,8091","0,2939","8,5152","9,103","701,803555","97,9595","240,97",,15/08/2026,IPCA+
3067,ENMTA3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2027,"IPCA + 4,2297%","8,0839","7,8117","7,9473","0,0509","7,8964","7,9983","1288,618582","93,3826","491,66",,15/05/2027,IPCA+
3068,ENMTA4,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2031,"IPCA + 6,0872%","7,3372","7,0437","7,1944","0,0914","7,1029","7,2859","1202,925727","95,6548","1074,88",,15/08/2030,IPCA+
3069,ENMTA5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2029,"IPCA + 6,1566%","7,6851","7,2846","7,4695","0,0421","7,4274","7,5118","1148,234387","97,1934","582,23",,15/08/2028,IPCA+
3070,ENMTA7,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/02/2031,"IPCA + 6,1076%","7,4429","7,056","7,2572","0,0369","7,2203","7,2942","1036,578925","95,5206","1069,29",,15/08/2030,IPCA+
3071,ENMTB3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/10/2030,"IPCA + 4,4744%","7,4658","7,1159","7,2783","0,0362","7,2421","7,3146","1254,312283","90,8043","912,92",,15/05/2029,IPCA+
3072,ENMTB5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/04/2032,"IPCA + 6,277%","7,3451","7,0005","7,1775","0,1262","7,0513","7,3038","1136,87103","96,1844","1158,55",,15/08/2030,IPCA+
3073,ENMTD2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,15/12/2034,"IPCA + 7,0292%","7,2133","6,8565","7,0026","0,0811","6,9215","7,0838","1058,422498","100,1698","1720,17",,15/05/2035,IPCA+
3074,ENSEA1,ENERGISA SERGIPE - DIST.DE ENERGIA S/A,15/07/2027,"IPCA + 5,736%",--,--,"7,9554","0,2123","7,743","8,1678","1162,643725","96,4895","433,28",35.0,15/05/2027,IPCA+
