,Código,Nome,Repac./  Venc.,Índice/ Correção,Taxa de Compra,Taxa de Venda,Taxa Indicativa,Desvio Padrão,Intervalo Indicativo Minimo,Intervalo Indicativo Máximo,PU,% PU Par / % VNE,Duration,% Reune,Referência NTN-B
855,EXTZ11,EXTREMOZ TRANSMISSORA DO NORDESTE ETN S.A. (*) (**),15/01/2029,"IPCA + 7,0291%","8,438","8,066","8,2863","0,0198","8,2665","8,3062","624,158136","97,6763","505,88",,15/05/2027
856,FBRI13,FIBRASIL INFRAESTRUTURA FIBRA OTICA S.A. (*),15/04/2034,"IPCA + 7,3609%","7,7884","7,3866","7,6074","0,0228","7,5846","7,6304","1084,347176","98,8364","1284,41",,15/08/2032
857,FEPS11,FARO ENERGY PROJ. SOL. HOL. IV S.A (*),15/01/2040,"IPCA + 8,6895%","8,5199","8,1582","8,3576","0,1416","8,216","8,4994","1103,362345","101,6269","1335,32",,15/08/2032
858,FGEN13,FERREIRA GOMES ENERGIA S/A,15/12/2027,"IPCA + 6,4686%","8,7408","8,4752","8,6082","0,1454","8,4628","8,7538","785,121971","97,6686","297,55",,15/08/2026
859,FRAG14,FERRARI AGROINDUSTRIA S/A (*),15/06/2031,"IPCA + 7,53%","8,4893","8,059","8,2889","0,1232","8,1657","8,4122","1046,503042","97,0188","1082,24",,15/08/2030
860,FURN21,FURNAS CENTRAIS ELETRICAS S/A,15/11/2029,"IPCA + 4,08%","7,6425","7,3027","7,535","0,2099","7,3251","7,7451","1297,005588","93,0122","553,45",,15/08/2028
861,GASC15,RUMO MALHA PAULISTA S/A (*) (**),15/03/2034,"IPCA + 5,797%","7,2245","6,9756","7,0862","0,0569","7,0293","7,1432","985,423195","92,1356","1693,84",,15/05/2035
862,GASC16,RUMO MALHA PAULISTA S/A (*),15/06/2034,"IPCA + 6,4186%","7,3567","7,0213","7,1495","0,1501","6,9993","7,2997","1027,576804","95,535","1674,66",,15/05/2035
863,GASC17,RUMO MALHA PAULISTA S/A (*),15/08/2036,"IPCA + 6,047%","7,3743","7,0576","7,1873","0,0673","7,12","7,2547","974,297813","92,0451","1936,95",,15/05/2035
864,GASC18,RUMO MALHA PAULISTA S/A (*),15/03/2037,"IPCA + 7,4742%",--,--,"7,1967","0,0531","7,1437","7,2499","1036,778836","102,0097","1943,98",5.0,15/05/2035
865,GASC22,RUMO MALHA PAULISTA S/A (*),15/06/2031,"IPCA + 4,52%","7,5894","7,1972","7,3403","0,0795","7,2608","7,42","1167,494373","89,4201","1052,25",,15/08/2030
866,GASC23,RUMO MALHA PAULISTA S/A (*),15/10/2033,"IPCA + 5,7283%","7,5272","7,1357","7,2853","0,1595","7,1258","7,4449","1147,813981","91,1229","1589,95",,15/05/2033
867,GASC25,RUMO MALHA PAULISTA S/A (*) (**),15/03/2039,"IPCA + 5,9284%","7,2112","6,8751","6,9476","0,1272","6,8204","7,0749","982,322903","91,844","2217,11",45.0,15/08/2040
868,GASC26,RUMO MALHA PAULISTA S/A (*),15/06/2039,"IPCA + 6,5318%","7,2063","6,8037","6,9432","0,0731","6,8701","7,0164","1040,647573","96,7224","2169,02",,15/08/2040
869,GASC27,RUMO MALHA PAULISTA S/A (*),15/08/2036,"IPCA + 6,047%","7,3001","7,0129","7,1159","0,0625","7,0535","7,1785","979,303347","92,518","1938,97",,15/05/2035
870,GASC28,RUMO MALHA PAULISTA S/A (*),15/03/2040,"IPCA + 7,528%","7,1979","6,8155","6,9274","0,0807","6,8467","7,0081","1067,503381","105,0318","2224,42",50.0,15/08/2040
871,GASP19,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,15/08/2031,"IPCA + 5,1216%",--,--,"7,221","0,1067","7,1143","7,3278","1154,169585","91,8132","1083,71",,15/08/2030
872,GASP29,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,15/08/2036,"IPCA + 5,2164%",--,--,"7,0548","0,0844","6,9704","7,1393","1100,113762","87,5053","1919,36",,15/05/2035
873,GASP34,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,15/12/2025,"IPCA + 7,357%","9,4745","8,8714","8,9837","0,106","8,8777","9,0897","575,89925","99,6426",60,,
874,GRRB24,AGUAS GUARIROBA S/A (*) (**),15/07/2029,"IPCA + 4,4%",--,--,"9,8811","0,0162","9,8649","9,8974","12442,545823","87,7788","637,78",,15/08/2028
875,GSTS14,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*),15/05/2032,"IPCA + 6,5163%","7,4869","7,1807","7,3377","0,1309","7,2068","7,4686","1130,66813","96,4824","1171,6",,15/08/2030
876,GSTS24,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*),15/05/2037,"IPCA + 6,8516%","7,8961","7,4182","7,6615","0,0434","7,6181","7,705","1113,08343","94,8753","1744,43",,15/05/2035
877,HARG11,HOLDING DO ARAGUAIA S.A. (*),15/10/2036,"IPCA + 6,6647%","7,8526","7,4559","7,5317","0,0603","7,4714","7,592","1151,178196","95,7569","1336,94",50.0,15/08/2032
878,HBSA11,HIDROVIAS DO BRASIL S.A. (*),15/10/2028,"IPCA + 6,0029%","7,9873","7,8276","7,8575","0,1201","7,7375","7,9777","1189,845941","95,3228","694,75",,15/08/2028
879,HBSA21,HIDROVIAS DO BRASIL S.A. (*),15/10/2031,"IPCA + 6,0444%","8,0421","7,7226","7,9336","0,1105","7,8231","8,0442","1157,686002","92,7306","1071,33",,15/08/2030
880,HGLB23,HIGHLINE DO BRASIL II INFRAESTRUTURA DE TELECOMUNICACOES S.A (*),15/10/2034,"IPCA + 9,1196%","9,5448","9,2121","9,3537","0,0546","9,2991","9,4085","1072,830617","98,9741","1210,74",40.0,15/08/2030
881,HVSP11,HELIO VALGAS SOLAR PARTICIPACOES S.A. (*),15/06/2038,"IPCA + 8,2561%","8,0215","7,6987","7,8502","0,0681","7,7821","7,9184","1286,504229","101,9872","1325,88",,15/08/2032
882,HZTC14,ORIZON MEIO AMBIENTE S.A. (*),15/11/2035,"IPCA + 6,7592%","7,9756","7,5776","7,775","0,1402","7,6347","7,9153","1125,131676","95,9664","1085,74",10.0,15/08/2030
883,IBPB11,SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S.A. (*) (**),15/11/2040,"IPCA + 5,9%","7,6641","7,1576","7,4129","0,0416","7,3713","7,4545","1178,38412","91,3421","1576,22",,15/05/2033
884,IGSN15,IGUA SANEAMENTO S.A,15/07/2034,"IPCA + 6,1%","9,4102","9,0807","9,2262","0,1334","9,0928","9,3597","1082,232523","88,4887","1037,25",,15/08/2030
885,IRJS14,IGUA RIO DE JANEIRO S.A. (*),15/05/2043,"IPCA + 8,2%","9,1932","8,8972","9,0268","0,0838","8,943","9,1107","1240,445962","94,5093","1845,65",,15/05/2035
886,IRJS15,IGUA RIO DE JANEIRO S.A. (*),15/02/2044,"IPCA + 7,1303%","9,1327","8,8309","8,9807","0,0778","8,9029","9,0586","1032,199008","87,2849","1958,98",15.0,15/05/2035
887,ISAEA8,ISA ENERGIA BRASIL S.A. (*),15/06/2033,"IPCA + 7,4118%","7,0798","6,7293","6,8881","0,096","6,7921","6,9842","1080,673913","102,7447","1399,67",,15/08/2032
888,ISAEA9,ISA ENERGIA BRASIL S.A. (*),15/06/2035,"IPCA + 6,7%","6,7827","6,4739","6,6051","0,0553","6,5499","6,6605","1026,54475","100,8642",2437,15.0,15/08/2040
889,ISAEB8,ISA ENERGIA BRASIL S.A. (*),15/03/2033,"IPCA + 7,4118%","7,0662","6,7511","6,8965","0,098","6,7986","6,9946","1044,470886","102,7128","1405,4",5.0,15/08/2032
890,ITPO14,ITAPOA TERMINAIS PORTUÁRIOS S/A (*),15/11/2036,"IPCA + 6,2878%","7,5807","7,2247","7,437","0,0737","7,3633","7,5108","1386,996247","94,1111","1408,51",15.0,15/08/2032
891,ITPO15,ITAPOA TERMINAIS PORTUÁRIOS S/A (*),15/05/2040,"IPCA + 7,4%","7,4611","7,1254","7,2719","0,107","7,1649","7,379","1036,87134","100,756","1592,46",15.0,15/05/2033
892,IVIAA0,CONC. RODOV. INTERI. PAULISTA S/A (*),15/05/2038,"IPCA + 6,8672%","7,7096","7,4108","7,5578","0,0518","7,506","7,6098","1040,532489","96,0106","1581,97",10.0,15/05/2033
893,JALL11,JALLES MACHADO S.A.,15/12/2028,"IPCA + 5,5923%","7,9446","7,6158","7,7503","0,1063","7,644","7,8568","1148,409004","94,222",740,,15/08/2028
894,JALL13,JALLES MACHADO S.A.,15/09/2032,"IPCA + 6,4876%","7,9171","7,3946","7,6713","0,1048","7,5665","7,7761","1091,369153","95,0034","1164,25",,15/08/2030
895,JALL14,JALLES MACHADO S.A. (*),15/10/2030,"IPCA + 7,1163%",--,--,"7,7466","0,0465","7,7001","7,7932","1098,090957","97,5693","1055,25",,15/08/2030
896,JALL15,JALLES MACHADO S.A. (*),15/05/2034,"IPCA + 6,6074%","7,8918","7,6342","7,7422","0,0196","7,7227","7,7619","1018,705795","93,9116","1486,31",,15/05/2033
897,JALL21,JALLES MACHADO S.A.,15/12/2031,"IPCA + 5,8041%","7,9006","7,5296","7,7108","0,0603","7,6504","7,7712","1126,008601","92,3342","1119,62",,15/08/2030
898,JALL24,JALLES MACHADO S.A. (*),17/10/2033,"IPCA + 7,234%",--,--,"7,7048","0,0743","7,6305","7,7792","1099,38412","97,6378","1371,99",,15/08/2032
899,JSMLB5,SIMPAR S.A. (*),15/09/2031,"IPCA + 7,9677%",--,"12,8911","13,344","0,159","13,1849","13,5031","1032,350759","81,8619","1023,14",,15/08/2030
900,JTEE11,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA  S/A (*) (**),15/07/2033,"IPCA + 4,5%","7,2586","6,9403","7,0817","0,1105","6,9712","7,1922","956,454204","91,1902","936,95",,15/05/2029
901,JTEE12,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA  S/A (*),15/12/2044,"IPCA + 4,8295%",--,--,"6,8866","0,0511","6,8355","6,9378","1365,129686","86,2628","1843,35",,15/05/2035
902,KLBNA5,KLABIN S/A (*),15/08/2039,"IPCA + 6,05%","7,125","6,601","6,8767","0,1148","6,7619","6,9917","987,009831","93,2492","2248,73",,15/08/2040
903,LCAMD1,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,15/09/2031,"IPCA + 6,5119%","9,3068","8,9036","9,1083","0,0845","9,0238","9,1928","1123,164986","90,2198","1070,34",,15/08/2030
904,LCAMD3,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),15/04/2029,"IPCA + 7,2101%","9,271","8,8767","9,0755","0,0651","9,0104","9,1407","1127,422666","94,8143","775,86",,15/05/2029
905,LGEN11,LAGOA 1 ENERGIA RENOVAVEL S.A.,15/03/2029,"IPCA + 7,3287%","8,4303","8,0379","8,3808","0,1037","8,277","8,4846","896,139778","98,4337","406,81",,15/05/2027
906,LIGH1B,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,675625","64,42",N/D,,
907,LIGH2B,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"38,656614","35,25",N/D,,
908,LIGHA5,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,N/D,N/D,N/D,,
909,LIGHB4,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,465858","64,2288",N/D,,
910,LIGHB6,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,675625","64,42",N/D,,
911,LIGHB7,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,599924","64,351",N/D,,
912,LIGHC3,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,"70,32839","64,1035",N/D,,
913,LIGHC4,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"38,656614","35,25",N/D,,
914,LIGHC6,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"38,656614","35,25",N/D,,
915,LIGHC7,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"40,983249","37,3716",N/D,,
916,LIGHD2,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2032,IPCA + 5%,--,--,--,--,--,--,N/D,N/D,N/D,,
917,LIGHD3,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"40,983249","37,3716",N/D,,
918,LIGHE2,LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**),13/11/2037,IPCA + 3%,--,--,--,--,--,--,"40,96351","37,3536",N/D,,
919,LORTA7,LOCALIZA RENT A CAR,15/03/2031,"IPCA + 5,4702%","9,4057","8,9921","9,1821","0,0875","9,0946","9,2697","1114,77663","85,9895","1092,27",,15/08/2030
920,LTTE15,LINHAS DE TAUBATE TRANS.DE ENERGIA S/A (*) (**),15/10/2038,"IPCA + 5,09%","7,6859","7,4227","7,5851","0,252","7,3331","7,8372","1132,560179","88,3544","1285,77",,15/08/2032
921,MEZ511,MEZ 5 ENERGIA S.A.,15/01/2046,"IPCA + 7,0657%",--,--,"9,2094","0,0612","9,1482","9,2707","1158,045797","86,4262","1783,82",,15/05/2035
922,MGSP12,EDP TRANSMISSAO SP-MG S.A.,15/07/2039,"IPCA + 4,45%","7,5204","7,2667","7,4968","0,0685","7,4284","7,5654","1160,071389","84,2503","1447,13",,15/08/2032
923,MOVI18,MOVIDA PARTICIPACOES S/A (*),15/06/2029,"IPCA + 8,0525%",--,--,"12,599","0,7913","11,8077","13,3904","1019,86932","87,6633","799,57",,15/05/2029
924,MOVI37,MOVIDA PARTICIPACOES S/A (*),15/09/2031,"IPCA + 7,6366%",--,--,"13,3427","0,471","12,8717","13,8138","1006,88665","80,733","1028,7",,15/08/2030
925,MRSAA1,MRS LOGÍSTICA S/A (*),15/09/2033,"IPCA + 6,2414%","7,1713","6,8885","6,9994","0,0816","6,9178","7,081","1046,740953","95,5688","1601,21",,15/05/2033
926,MRSAA2,MRS LOGÍSTICA S/A (*),15/09/2034,"IPCA + 6,5251%","7,1329","6,8112","6,9511","0,0674","6,8837","7,0187","1022,06545","97,278","1738,38",10.0,15/05/2035
927,MRSAA3,MRS LOGÍSTICA S/A (*),15/07/2032,"IPCA + 7,2638%","7,2661","6,9068","7,0275","0,1164","6,9112","7,144","1028,305666","101,2027","1367,32",,15/08/2032
928,MRSAB1,MRS LOGÍSTICA S/A (*),15/09/2035,"IPCA + 6,3439%","7,1266","6,8239","6,961","0,0585","6,9024","7,0196","1052,188992","96,0648","1742,36",,15/05/2035
929,MRSAB2,MRS LOGÍSTICA S/A (*),15/09/2036,"IPCA + 6,5514%","7,2312","6,8063","6,971","0,1077","6,8633","7,0788","1020,381611","97,1174",1870,,15/05/2035
930,MRSAB3,MRS LOGÍSTICA S/A (*),15/07/2040,"IPCA + 6,8437%","7,0757","6,6752","6,8576","0,0886","6,7689","6,9463","1014,13175","99,8824","2278,92",15.0,15/08/2040
931,MRSAC1,MRS LOGÍSTICA S/A (*),15/09/2038,"IPCA + 6,4496%","6,9604","6,61","6,7642","0,0917","6,6725","6,8559","1068,218164","97,5267","2132,38",,15/08/2040
932,MRSAC2,MRS LOGÍSTICA S/A (*),15/09/2039,"IPCA + 6,5796%","7,041","6,6337","6,7886","0,0687","6,7199","6,8574","1032,514821","98,2718","2237,54",,15/08/2040
933,MSGT12,MATA DE SANTA GENEBRA TRANSMISSÃO S/A,15/11/2030,"IPCA + 4,95%","7,9637","7,5937","7,7819","0,1598","7,6222","7,9418","878,89732","93,5499","624,55",,15/08/2028
934,MSGT13,MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*) (**),15/11/2031,"IPCA + 7,0605%","8,8385","8,4876","8,6609","0,0527","8,6082","8,7138","1011,685794","95,3259","806,42",,15/05/2029
935,MSGT23,MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*),15/11/2037,"IPCA + 6,0762%","7,4353","6,9852","7,1787","0,0951","7,0836","7,2739","1088,610474","93,1868","1702,4",,15/05/2035
936,MSGT33,MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*),15/11/2041,"IPCA + 6,2339%","7,3148","7,0427","7,1501","0,0607","7,0893","7,2109","1057,712079","92,8468","2147,19",,15/08/2040
937,MTRJ19,CONCESSÃO METROVIÁRIA DO R. JANEIRO S/A (*),15/12/2031,"IPCA + 7,0857%","7,1936","6,6134","6,9156","0,2002","6,7154","7,116","1275,549929","100,4856","768,6",5.0,15/05/2029
938,MVLV16,MOVIDA PARTICIPACOES S/A (*),15/06/2028,"IPCA + 7,1702%",--,--,"12,1911","0,2217","11,9694","12,4129","1548,784246","88,2977",685,,15/08/2028
939,NEOE16,NEOENERGIA S/A,15/06/2029,"IPCA + 4,07%","7,5308","7,1819","7,3463","0,0776","7,2687","7,424","1312,173897","92,3333","645,47",5.0,15/08/2028
940,NEOE26,NEOENERGIA S/A,15/06/2033,"IPCA + 4,22%","7,4062","7,0448","7,2202","0,0463","7,174","7,2666","929,981768","89,9446","923,01",,15/05/2029
941,NMCH11,NEOENERGIA MORRO DO CHAPEU TRANSMISSAO E ENERGIA S.A. (*),15/12/2038,"IPCA + 6,5599%","7,6131","7,099","7,3065","0,1268","7,1796","7,4334","1055,152491","96,0381","1448,92",,15/08/2032
942,NNAE12,SPE NOVO NORTE AEROPORTOS S.A. (*),15/12/2040,"IPCA + 9,5%","8,8909","8,6236","8,7745","0,1336","8,6408","8,9082","1264,867177","104,0921","1533,16",10.0,15/05/2033
943,NRTB11,NORTE BRASIL TRANSMISSORA DE ENERGIA S/A,15/09/2026,"IPCA + 7,15%","9,4878","9,2345","9,416","0,2054","9,2106","9,6215","291,071187","98,5023","181,54",,15/08/2026
944,NRTB21,NORTE BRASIL TRANSMISSORA DE ENERGIA S/A,15/09/2026,"IPCA + 7,15%","9,4862","9,1274","9,4464","0,1169","9,3295","9,5634","345,569875","98,4826","181,54",,15/08/2026
945,NTEN11,NORTE ENERGIA S/A,15/05/2030,"IPCA + 7,25%","12,2086","11,4532","11,8624","0,3373","11,5252","12,1998","1114,118018","91,0894","547,91",,15/08/2028
946,ODTR11,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A,15/10/2025,"IPCA + 6,7%","10,1878","9,5448","9,9028","0,4231","9,4797","10,326","20664,799234","99,789",18,,
947,ODYA11,ODOYA TRANSMISSORA DE ENERGIA S.A.. (*),15/09/2031,"IPCA + 6,7968%",--,--,"7,9897","0,0794","7,9103","8,0692","856,645786","97,0206","681,93",,15/08/2028
948,OMGE12,OMEGA GERAÇÃO S/A,15/09/2028,"IPCA + 4,3671%","8,0977","7,7938","7,8937","0,1173","7,7764","8,0111","1247,192817","91,0699","708,21",10.0,15/08/2028
949,OMGE22,OMEGA GERAÇÃO S/A,15/09/2028,"IPCA + 4,3671%","8,0911","7,7253","7,9432","0,0485","7,8947","7,9917","1244,270994","90,8565","716,39",,15/08/2028
950,OMGE31,OMEGA GERAÇÃO S/A (*) (**),15/05/2026,"IPCA + 5,6%","10,4065","10,0205","10,3244","0,1103","10,2141","10,4347","837,237842","97,2256",162,,15/08/2026
951,OMGE41,OMEGA GERAÇÃO S/A,15/05/2027,IPCA + 5%,"8,6775","8,1822","8,3921","0,1296","8,2625","8,5218","1362,852572","95,1515","393,59",,15/05/2027
952,OMNG12,OMEGA ENERGIA E IMPLANTACAO 2 S.A.,15/12/2029,"IPCA + 7,1096%","8,3716","7,9679","8,2153","0,177","8,0383","8,3924","793,603001","97,934","510,19",,15/05/2027
953,ORIG11,ORIGEM ENERGIA S.A (*),15/12/2035,"IPCA + 8,4001%","10,213","9,7908","9,9515","0,1462","9,8053","10,0978","1026,252261","92,464","1374,14",10.0,15/08/2032
954,ORIG12,ORIGEM ENERGIA S.A,15/12/2035,"IPCA + 10,0361%","10,3185","9,9227","10,123","0,0869","10,0361","10,2101","1005,765486","99,5773","1351,31",5.0,15/08/2032
955,PALF38,COMPANHIA PAULISTA DE FORÇA E LUZ,15/09/2027,"IPCA + 5,05%","8,1625","7,885","8,0782","0,4985","7,5796","8,5768","965,164329","96,0149","359,67",,15/05/2027
956,PALFA3,COMPANHIA PAULISTA DE FORÇA E LUZ (*),15/10/2033,"IPCA + 6,1774%","7,2109","6,8032","6,9531","0,0717","6,8814","7,0248","1075,700027","95,9773","1416,51",,15/08/2032
957,PALFB3,COMPANHIA PAULISTA DE FORÇA E LUZ (*),15/10/2035,"IPCA + 6,1753%","7,2218","6,8475","6,9739","0,0962","6,8777","7,0702","1064,747553","95,0009","1715,65",,15/05/2035
958,PALFB6,COMPANHIA PAULISTA DE FORÇA E LUZ (*),15/02/2035,"IPCA + 7,7082%","7,1344","6,8161","6,9614","0,049","6,9124","7,0105","1076,622541","104,4909","1597,85",,15/05/2033
959,PASN12,PARANAGUA SANEAMENTO S/A (*),15/07/2030,"IPCA + 6,1%",--,--,"8,6672","0,0613","8,6059","8,7287","692,34436","94,6513","573,45",,15/08/2028
960,PAXA12,PAX INVESTIMENTOS EM AEROPORTOS S.A (*),15/02/2040,"IPCA + 9,5844%","8,7337","8,3919","8,6105","0,0227","8,5878","8,6334","1144,848439","106,6166","1824,82",,15/05/2035
961,PEJA11,PRIO FORTE S.A (*),15/08/2032,"IPCA + 7,41%","7,6423","7,2715","7,4207","0,0928","7,3279","7,5135","1152,335795","99,963","937,18",,15/05/2029
962,PEJA22,PRIO FORTE S.A (*),15/02/2034,"IPCA + 6,4662%","7,6042","7,3045","7,4057","0,0779","7,3278","7,4837","1025,694641","94,9343","1484,98",,15/05/2033
963,PEJA23,PRIO FORTE S.A (*),15/04/2034,"IPCA + 6,5102%","7,6379","7,2775","7,4109","0,0809","7,33","7,4919","1043,887189","95,1667","1475,67",,15/05/2033
964,PETR16,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*) (**),15/01/2026,"IPCA + 4,046%","8,7964","8,4145","8,6447","0,302","8,3427","8,9468","1424,420178","98,6194",81,,
965,PETR17,PETRÓLEO BRASILEIRO S/A - PETROBRAS,15/09/2029,"IPCA + 3,6%","7,0887","6,7713","6,8803","0,0718","6,8084","6,9522","1249,635161","89,0577","934,63",,15/05/2029
966,PETR18,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*),15/06/2035,"IPCA + 6,3874%","6,7697","6,4516","6,6028","0,0806","6,5222","6,6835","1004,452509","98,5404","1829,3",,15/05/2035
967,PETR26,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*) (**),15/01/2029,"IPCA + 4,2186%","7,0782","6,7667","6,892","0,0904","6,8016","6,9824","1336,413786","92,4971","774,63",5.0,15/05/2029
968,PETR27,PETRÓLEO BRASILEIRO S/A - PETROBRAS,15/09/2034,"IPCA + 3,9%","6,8146","6,5279","6,6662","0,0849","6,5813","6,7512","1150,52639","81,9908","1882,77",,15/05/2035
969,PETR28,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*),15/06/2040,"IPCA + 6,6556%","6,6023","6,2614","6,4176","0,1051","6,3125","6,5227","1040,899374","102,0537","2299,84",10.0,15/08/2040
970,PETR38,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*),15/06/2045,"IPCA + 6,8431%","6,7215","6,3206","6,4783","0,1334","6,3449","6,6119","1058,705959","103,7554","2735,6",10.0,15/05/2045
971,PLSB1A,AUTOPISTA LITORAL SUL S/A. (*),15/10/2031,"IPCA + 5,855%","7,9435","7,5274","7,705","0,0969","7,6081","7,802","1179,033988","94,3114","845,21",10.0,15/05/2029
972,POTE11,POTENGI HOLDINGS S.A. (*),15/12/2041,"IPCA + 7,3706%","7,7244","7,2674","7,533","0,0649","7,4681","7,598","1078,011583","99,0179","1641,56",,15/05/2033
973,POTE12,POTENGI HOLDINGS S.A. (*),15/10/2042,"IPCA + 7,0416%","7,8256","7,3943","7,6581","0,0866","7,5715","7,7449","96,956292","96,6848","1461,8",10.0,15/08/2032
974,PPTE11,PORTO PRIMAVERA TRANSMISSORA DE ENERGIA S.A.,15/02/2029,"IPCA + 4,45%",--,--,"7,7259","0,3044","7,4215","8,0304","773,58965","93,6539","530,7",,15/05/2027
975,PRAS11,PIRAPORA SOLAR HOLDING S.A. (*) (**),15/08/2034,"IPCA + 5,7656%","7,7581","7,5116","7,6911","0,1998","7,4913","7,891","984,207918","92,5677","1063,43",10.0,15/08/2030
976,PRPO12,PIRAPORA II SOLAR HOLDING S.A. (*),15/12/2031,"IPCA + 4,22%","8,2154","7,9025","8,023","0,0368","7,9862","8,0599","987,561553","89,0583","799,31",10.0,15/05/2029
977,PRSS11,PAX INVESTIMENTOS EM AEROPORTOS S.A (*),15/02/2040,"IPCA + 8,6141%","8,115","7,7521","7,9457","0,0547","7,891","8,0005","1118,508289","104,6648","1872,55",,15/05/2035
978,PRTE12,PARANAIBA TRANSMISSORA DE ENERGIA S.A.,15/03/2028,"IPCA + 6,9045%","8,1872","7,705","8,0215","0,2447","7,7768","8,2663","480,751179","98,4692","373,28",,15/05/2027
979,PTAZ11,PARINTINS AMAZONAS TRANSMISSORA DE ENERGIA S.A. (*),15/04/2046,"IPCA + 5,6904%","7,5114","7,2598","7,4298","0,1369","7,2928","7,5668","1115,102543","86,2896","2198,36",,15/08/2040
980,QUAT13,ACUCAREIRA QUATA S/A (*),15/07/2034,"IPCA + 7,8722%","8,3497","8,0332","8,1754","0,0715","8,1039","8,247","1146,536119","98,9258","967,44",10.0,15/08/2030
981,RAIZ13,RAIZEN S.A. (*),15/09/2034,"IPCA + 6,4879%","8,5787","8,0834","8,3128","0,0577","8,2552","8,3706","934,309611","88,9819","1713,31",10.0,15/05/2035
982,RAIZ23,RAIZEN S.A. (*),15/09/2039,"IPCA + 6,4794%","8,3084","7,8484","8,0748","0,0476","8,0272","8,1225","921,016644","87,716","2182,41",,15/08/2040
983,RALM11,RIALMA TRANSMISSORA DE ENERGIA V S/A (*),15/12/2048,"IPCA + 7,8293%","8,0961","7,794","7,947","0,0532","7,8939","8,0003","1104,785911","98,9764","2372,41",15.0,15/08/2040
984,RALM21,RIALMA TRANSMISSORA DE ENERGIA V S/A (*),15/12/2048,"IPCA + 7,8293%","8,0961","7,7963","7,9525","0,0513","7,9011","8,0039","1031,585897","98,929","2372,02",,15/08/2040
985,RATL11,CONCESSIONARIA ROTA DO ATLANTICO S.A (*),15/12/2036,"IPCA + 7,1717%","7,5624","7,2974","7,4609","0,0883","7,3726","7,5494","1183,057632","98,4938","1415,31",,15/08/2032
986,RDOE18,CONCESSIONÁRIA DO RODOANEL OESTE S/A (*),15/04/2031,"IPCA + 5,95%","7,1241","6,8339","6,9779","0,154","6,8239","7,132","1053,218193","96,2888","984,6",,15/08/2030
987,RDVE11,RDVE SUBHOLDING S.A. (*),15/04/2038,"IPCA + 7,0421%","7,5209","7,1889","7,3543","0,1329","7,2214","7,4872","1178,541785","98,6268","1191,8",10.0,15/08/2030
988,RECV11,PETRORECONCAVO S.A. (*),15/05/2031,"IPCA + 7,3249%","8,2481","7,7485","8,0072","0,1278","7,8793","8,1351","1061,168971","97,5718","975,72",,15/08/2030
989,RENTD1,LOCALIZA RENT A CAR (*),15/12/2031,"IPCA + 8,867%",--,--,"9,2204","0,04","9,1804","9,2605","1079,843124","98,0125",1561,,15/05/2033
